Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters,area,circularity,Count_Nuclei,AngularSecondMoment,Contrast,Correlation,Entropy,Gabor,SumVariance,Variance,class
51002,260823,4.863929749,24.87401962,33,0.030275229,63.09090909,0.12280212,66,0.188795325,0.394425081,0.936930905,2.097984853,0.117012384,12.11328036,3.1277895,0
32224,89214,3.073120117,8.508110046,169,0.155045872,76.56804734,0.099846744,249,0.519415411,1.276319364,0.738297951,1.446246031,0.154827009,8.477646467,2.436413444,0
68559,195947,6.538295746,18.68696213,247,0.226605505,71.89068826,0.095006341,219,0.431496496,1.299360882,0.864804243,1.554868819,0.104328258,17.92247606,4.807067217,0
30559,97112,2.914333344,9.261322021,224,0.205504587,65.76339286,0.117517891,283,0.381702933,1.933733396,0.494105341,1.752436862,0.224007733,5.711070011,1.912152612,2
34038,141089,3.246116638,13.45529556,65,0.059633028,83.50769231,0.093616954,26,0.528422841,0.186795077,0.979535007,1.118129201,0.037803409,18.0671242,4.558906616,0
34998,119332,3.337669373,11.38038635,212,0.194495413,66.49528302,0.117241747,294,0.256266192,2.919964916,0.391192096,2.140782768,0.221580003,6.672401934,2.401628582,2
78647,255490,7.500362396,24.36542511,311,0.285321101,72.33440514,0.126185344,150,0.192844962,1.593664874,0.835291367,2.256235427,0.145268136,17.75765133,4.836332901,0
50596,127743,4.825210571,12.18252182,207,0.189908257,79.28019324,0.121682176,232,0.169307359,2.998061222,0.350233868,2.394642727,0.184945165,6.23006206,2.306345386,2
51507,228978,4.912090302,21.83704376,127,0.116513761,77.81102362,0.119438661,77,0.27417518,0.406050096,0.813007299,1.779737487,0.097831224,3.936890215,1.086059948,0
49628,128705,4.732894897,12.27426529,385,0.353211009,53.40779221,0.10999898,264,0.195349912,4.191462682,0.364856903,2.468772012,0.294482373,9.007019904,3.29864384,2
15112,30287,1.441192627,2.888393402,24,0.022018349,66.70833333,0.132575737,10,0.823562852,0.12768483,0.96631917,0.507147179,0.009326398,7.445236214,1.906882218,0
102275,190690,9.753704071,18.18561554,650,0.596330275,66.88,0.150571254,254,0.149731061,4.878252977,0.37185774,2.530905851,0.19864849,10.65404074,3.883085202,2
16717,62378,1.594257355,5.948829651,103,0.094495413,69.03883495,0.103418434,329,0.481124832,1.280402562,0.469561341,1.462841353,0.135959538,3.547306352,1.206042557,2
36996,92206,3.528213501,8.793449402,193,0.17706422,74.48186528,0.107156759,301,0.29320157,1.99540413,0.442672621,2.005233152,0.206168339,5.165202552,1.790916674,2
32470,72230,3.096580505,6.888389587,176,0.16146789,68.43181818,0.155647091,252,0.396732553,1.753071246,0.532842301,1.721035535,0.124082956,5.752193606,1.876487788,2
53245,112148,5.077838898,10.69526672,306,0.280733945,60.97058824,0.153885644,225,0.274892522,3.309096857,0.427034344,2.19303744,0.128027189,8.241665209,2.886520721,2
113997,273091,10.8716011,26.04398727,415,0.380733945,76.30120482,0.134892211,168,0.098254212,0.638612573,0.914369816,2.737124573,0.066181853,14.27674855,3.728392972,2
77961,131646,7.434940338,12.55474091,592,0.543119266,82.07263514,0.105368784,391,0.051594372,2.405609161,0.421178801,3.320032876,0.120143384,5.906488326,2.07777894,2
21673,81261,2.066898346,7.749652863,154,0.141284404,80.04545455,0.073346475,313,0.100953868,1.73041997,0.511578443,2.817253634,0.129828301,5.35533694,1.772532173,2
20430,88727,1.948356628,8.461666107,119,0.109174312,84.05882353,0.075537272,274,0.099194425,1.642108495,0.52663381,2.818306702,0.088752387,5.295894576,1.733337814,2
47551,121107,4.534816742,11.54966354,172,0.157798165,71.39534884,0.158976632,295,0.056089686,2.331012603,0.359108611,3.169308616,0.261663087,4.943265475,1.818904873,2
37336,79681,3.560638428,7.598972321,227,0.208256881,73.49779736,0.091466249,178,0.409780275,0.888087468,0.839372357,1.753705606,0.158183547,10.16945607,2.761665306,0
20274,42484,1.933479309,4.051589966,158,0.144954128,76.0443038,0.080014322,121,0.61786209,1.11884603,0.680730354,1.199239232,0.233155454,5.889861912,1.748296624,0
49384,135031,4.709625244,12.87755966,341,0.312844037,50.87683284,0.110245181,321,0.0450325,3.069211596,0.308095797,3.391602284,0.189345357,5.80256938,2.218440621,2
15398,42409,1.468467712,4.044437408,104,0.095412844,73.42307692,0.196091514,30,0.67958097,0.214936528,0.935135251,0.995975768,0.033287827,6.412170127,1.655301074,0
82372,156723,7.855606079,14.94626999,461,0.42293578,68.17353579,0.177384237,271,0.047082535,1.958195282,0.56848158,3.285484212,0.281716462,7.117630442,2.269285281,2
22641,98596,2.15921402,9.40284729,139,0.127522936,70.24460432,0.111715531,202,0.155530805,1.147165386,0.782984647,2.707086114,0.05870015,9.42498561,2.645691904,0
63758,197110,6.080436707,18.79787445,283,0.259633028,74.49116608,0.11769311,268,0.053328076,2.119205665,0.428753319,3.298043567,0.07854194,5.300375134,1.854517795,1
122760,171601,11.70730591,16.36514664,242,0.222018349,76.05785124,0.11557519,259,0.054744012,1.845079502,0.590114184,3.280087484,0.124386206,7.157780729,2.249086023,1
8368,69277,0.798034668,6.606769562,57,0.052293578,85.8245614,0.111117881,124,0.374355783,0.250527975,0.917127888,1.679733702,0.109254678,5.795605311,1.511234585,0
46613,108060,4.445362091,10.30540466,213,0.195412844,68.79812207,0.145188308,286,0.102482237,2.079811268,0.484747918,2.928705345,0.127923191,5.993161498,2.016644927,2
100521,141163,9.586429596,13.46235275,249,0.228440367,76.19277108,0.093378363,295,0.052151834,1.662227978,0.676277068,3.266926794,0.097848571,8.607215539,2.567325279,2
50486,111755,4.814720154,10.65778732,268,0.24587156,67.07835821,0.165898091,167,0.141456602,1.50394164,0.669340564,2.777396452,0.122164159,7.592517505,2.274235123,2
73375,233376,6.997585297,22.25646973,87,0.079816514,64.89655172,0.123533853,87,0.199570371,2.508315607,0.78047131,1.859953518,0.286505669,20.34232555,5.699431339,0
16117,63835,1.537036896,6.087779999,130,0.119266055,64.40769231,0.098308543,345,0.501558033,1.315755846,0.480024479,1.409233153,0.183529225,3.745079931,1.265880842,2
29040,172717,2.769470215,16.47157669,321,0.294495413,55.62616822,0.092102327,300,0.14101442,3.130365833,0.441675495,2.537174714,0.329844507,8.083062119,2.803768098,2
12541,62561,1.19600296,5.966281891,61,0.055963303,80.50819672,0.091031067,163,0.443144469,0.889457142,0.637871168,1.62167269,0.276394875,4.022920998,1.228106446,2
86214,158826,8.222007751,15.1468277,467,0.428440367,67.70663812,0.221840677,273,0.251474636,2.2983518,0.575827749,2.180228431,0.336818402,8.538393303,2.713144065,2
15523,58748,1.480388641,5.602645874,118,0.108256881,68.58474576,0.076208323,295,0.653321532,0.889991813,0.720581445,1.066161157,0.192103974,5.480226054,1.596556952,0
22398,52851,2.136039734,5.04026413,174,0.159633028,74.8045977,0.074133756,271,0.547269387,1.597423826,0.573563414,1.37567542,0.292261424,5.894508173,1.87658445,0
70988,111386,6.769943237,10.62259674,558,0.511926606,77.63620072,0.136901248,381,0.346847869,2.61703542,0.527024139,1.944237549,0.159191984,8.449217519,2.767484188,2
117180,206119,11.17515564,19.65703964,877,0.804587156,67.53933865,0.143106386,236,0.15917803,4.080591753,0.55555575,2.486860776,0.112421775,14.28205019,4.590647802,2
48253,163997,4.601764679,15.63997269,219,0.200917431,77.56621005,0.086440476,87,0.176849281,0.464648629,0.930662298,2.292488332,0.03050551,12.93779001,3.352869522,0
58460,128908,5.575180054,12.29362488,409,0.375229358,72.45232274,0.100337248,348,0.055741584,2.254691517,0.398444558,3.177141051,0.133392437,5.241512756,1.87309628,2
19411,82677,1.851177216,7.884693146,78,0.071559633,76.15384615,0.107493728,289,0.109813756,1.477801137,0.366653605,2.601650395,0.072042182,3.188841553,1.166285415,2
92006,181841,8.774375916,17.34170914,442,0.405504587,66.67873303,0.164028408,309,0.035229906,3.026828209,0.398927503,3.505229429,0.234388081,7.044592337,2.517484786,2
59545,137462,5.678653717,13.10939789,227,0.208256881,70.78414097,0.120703125,289,0.061497593,1.838739976,0.446150858,3.058484968,0.050576165,4.801113467,1.660258746,2
65831,219330,6.278133392,20.91693878,323,0.296330275,54.13312693,0.152067079,218,0.038293386,2.733869024,0.491801522,3.498700883,0.132303534,8.02517077,2.688391604,2
52754,123203,5.031013489,11.74955368,261,0.239449541,72.5440613,0.148515715,283,0.072116133,1.986738453,0.428848186,3.005442054,0.115720769,4.970202228,1.739726464,2
37902,107590,3.614616394,10.26058197,396,0.363302752,57.95707071,0.073910793,296,0.060793757,2.28014527,0.406942367,3.219643861,0.139464943,5.409299344,1.925121972,2
55469,146761,5.289936066,13.99621964,274,0.251376147,74.87226277,0.127327644,296,0.074498512,1.840870049,0.337321967,3.027726501,0.112543367,3.714979221,1.389288906,2
85473,123629,8.151340485,11.79018021,616,0.565137615,81.82142857,0.143698559,353,0.056033767,2.173764998,0.536504326,3.229763767,0.063852529,7.206105295,2.346155634,2
62531,170708,5.963420868,16.27998352,216,0.198165138,73.49074074,0.107939749,118,0.415436594,1.366463447,0.850907522,1.649546735,0.178014589,16.96373099,4.577697688,0
70547,240611,6.7278862,22.94645309,343,0.314678899,82.21865889,0.117644619,282,0.060161372,1.974661025,0.48598804,3.196594515,0.168483263,5.708665737,1.920269974,2
16809,76760,1.603031158,7.320404053,94,0.086238532,68.87234043,0.085135499,338,0.128497406,1.328850009,0.469706299,2.54076423,0.191007611,3.68289962,1.25357431,2
58432,128468,5.572509766,12.25166321,173,0.158715596,68.74566474,0.108934381,135,0.584956514,0.736459162,0.909052377,1.153343431,0.096094913,15.45876334,4.047810556,0
16979,58073,1.619243622,5.538272858,110,0.100917431,80.63636364,0.07777543,308,0.442515125,1.368572478,0.510655227,1.58038438,0.228644603,4.224916312,1.399080483,0
14856,63369,1.416778564,6.043338776,106,0.097247706,68.8490566,0.090938405,324,0.415664187,1.462994881,0.343208815,1.636739966,0.163208573,2.991982239,1.113711468,0
29860,70008,2.847671509,6.676483154,221,0.202752294,78.7918552,0.087265148,238,0.457800278,1.528338486,0.694138789,1.664084637,0.195084178,8.465296199,2.500538931,0
50404,169655,4.806900024,16.17956161,159,0.14587156,75.18867925,0.088521695,161,0.432873331,0.467699789,0.954322592,1.388189833,0.067658658,20.01062426,5.118983334,0
17293,54979,1.649188995,5.243206024,129,0.118348624,77.99224806,0.088319166,149,0.430113256,1.241996205,0.612080333,1.675606232,0.172326616,5.161365424,1.602159359,0
24248,73930,2.312469482,7.050514221,26,0.023853211,70.61538462,0.114438039,13,0.595605287,0.202933705,0.964499613,1.038074377,0.016405064,11.22669323,2.849873714,0
51758,150569,4.936027527,14.35937881,357,0.327522936,55.58823529,0.113905367,239,0.233246193,3.357836986,0.477738212,2.341363727,0.283043107,9.500975692,3.213307727,2
42697,172152,4.071903229,16.41769409,300,0.275229358,69.06666667,0.117732603,85,0.271355716,1.05883,0.885352746,2.045898219,0.134580028,17.4118495,4.613135652,0
79537,125499,7.58523941,11.9685173,589,0.540366972,74.51103565,0.160442363,302,0.31059933,2.637225683,0.557195073,2.069462335,0.240036601,9.274160251,2.981375526,2
31381,81200,2.992725372,7.743835449,265,0.243119266,73.12830189,0.079851563,321,0.422368503,1.804034227,0.617873935,1.725988385,0.168855053,7.638053172,2.360366265,2
88954,180218,8.483314514,17.1869278,527,0.483486239,65.12523719,0.157997298,282,0.169096993,3.722440086,0.467931784,2.510055952,0.273574242,10.26989609,3.49695288,2
81892,164168,7.809829712,15.65628052,350,0.321100917,58.08285714,0.216728391,262,0.197969054,3.116868993,0.455163508,2.384709807,0.509890526,8.324583998,2.862122994,2
55763,87249,5.317974091,8.320713043,429,0.393577982,78.65034965,0.144948186,282,0.451799831,1.87111288,0.596315176,1.635944946,0.167906158,7.399053665,2.318172674,2
23098,83630,2.202796936,7.975578308,14,0.012844037,48.14285714,0.128071736,379,0.363665437,1.990395063,0.551487201,1.793600579,0.168733695,6.885128923,2.217934106,2
52366,120982,4.994010925,11.53774261,652,0.598165138,52.0797546,0.09865452,290,0.057399183,2.215252165,0.594892206,3.297704268,0.182029731,8.721353713,2.734224942,2
61999,137392,5.912685394,13.10272217,408,0.374311927,73.85294118,0.113563449,361,0.06603921,2.05733694,0.353766733,3.102207507,0.151299428,4.309822571,1.592280023,2
81218,188172,7.745552063,17.94548035,501,0.459633028,69.6506986,0.123149337,325,0.040528812,2.493190844,0.435241945,3.405682542,0.043054366,6.336038332,2.206632088,2
8126,10065,0.77495575,0.959873199,18,0.016513761,68.38888889,0.094187714,6,0.908930465,0.182809439,0.846328455,0.331814662,0.005097896,2.195200847,0.586906628,0
25558,108865,2.437400818,10.38217545,157,0.144036697,73.38853503,0.108945924,185,0.21364778,0.599227741,0.868509222,2.324332653,0.152167597,8.515111059,2.279777128,0
87694,161902,8.36315155,15.44017792,550,0.504587156,82.91090909,0.132441352,342,0.040853028,2.586782069,0.422606766,3.391754889,0.191720893,6.373423466,2.239153547,2
52445,98897,5.001544952,9.431552887,563,0.516513761,54.93783304,0.083857024,342,0.059204755,3.117312798,0.456870482,3.325880562,0.165596755,8.361763879,2.869548799,2
39337,114337,3.751468658,10.90402603,246,0.225688073,73.25609756,0.140964352,230,0.122545943,0.920311161,0.787185992,2.710415809,0.108983314,7.728657814,2.163117692,0
25099,69951,2.393627167,6.671047211,161,0.147706422,72.99378882,0.120759039,112,0.411956285,0.560558353,0.865824895,1.80901182,0.029380157,7.795061279,2.088196267,0
64989,188773,6.197834015,18.00279617,306,0.280733945,73.36928105,0.138766189,252,0.050116617,2.264865558,0.400683794,3.332209206,0.116520551,5.293297616,1.890080429,1
56514,99894,5.389595032,9.526634216,424,0.388990826,82.31132075,0.108724476,297,0.155923278,1.615275503,0.673129843,2.745370822,0.105389531,8.268008695,2.471619941,2
51782,286445,4.938316345,27.31752396,183,0.167889908,76.12568306,0.115247656,128,0.382894765,0.332489402,0.693186637,1.573708528,0.018931919,1.834875574,0.542732612,0
113986,177945,10.87055206,16.97015762,647,0.593577982,79.38021638,0.174375792,292,0.042948055,2.290787984,0.572281887,3.40782797,0.172704525,8.420784278,2.680465531,2
10234,36351,0.975990295,3.466701508,27,0.024770642,74.85185185,0.086735072,8,0.695315095,0.112240604,0.981827859,0.814268212,0.015703754,12.23650032,3.094279001,0
36155,115154,3.448009491,10.98194122,70,0.064220183,81.12857143,0.114335036,45,0.387414052,0.285192596,0.968432631,1.533129724,0.030988852,17.77806941,4.519993934,0
21624,68105,2.062225342,6.494998932,187,0.171559633,74.31550802,0.093939481,310,0.492875776,1.373245822,0.612280764,1.467821613,0.118673467,5.710458576,1.772282086,2
94288,213746,8.992004395,20.38440704,128,0.117431193,76.5859375,0.125808112,121,0.390544743,0.461963799,0.959650631,1.499239589,0.059636303,22.43315631,5.728555606,0
55141,179832,5.258655548,17.15011597,199,0.182568807,68.67839196,0.169578382,95,0.240204884,6.253283584,0.489542889,1.747221626,0.481071854,18.24742468,6.12540284,0
24810,67520,2.366065979,6.439208984,153,0.140366972,80,0.06907859,262,0.601800717,0.922839128,0.783756892,1.23082308,0.111453071,7.612341508,2.132124872,0
24005,44233,2.289295197,4.218387604,90,0.082568807,88.71111111,0.127782278,97,0.58147123,0.420929045,0.766102224,1.236281851,0.060665865,3.178302889,0.90137963,2
102945,187098,9.81760025,17.84305573,167,0.153211009,78.22155689,0.096491383,196,0.338528351,1.013294067,0.91616609,1.76009336,0.06596417,23.15982526,6.04524923,0
105640,205275,10.07461548,19.57654953,559,0.512844037,65.29338104,0.198917886,288,0.132948078,3.930181998,0.432837028,2.627945775,0.279429493,9.928909976,3.465664199,2
112646,277583,10.7427597,26.47237778,276,0.253211009,75.29347826,0.146539202,50,0.22618187,0.657481942,0.94222084,1.980282886,0.101491636,22.0992689,5.684060429,0
151693,396951,14.46657181,37.85619736,321,0.294495413,63.60124611,0.214073265,110,0.318629301,0.557405806,0.820919738,1.69355677,0.113732702,5.667604439,1.55432169,0
48877,79991,4.661273956,7.628536224,148,0.135779817,86.68918919,0.084485812,249,0.508629066,1.220388444,0.789078849,1.504147511,0.20220493,10.35159832,2.892707764,0
36512,71499,3.482055664,6.818675995,243,0.22293578,81.65843621,0.08992339,293,0.129774118,1.533783706,0.653500144,2.753492758,0.061159868,7.31921371,2.213836947,2
33172,80963,3.163528442,7.721233368,156,0.143119266,69.20512821,0.121680388,293,0.209739931,1.46514791,0.589223556,2.453587951,0.093093395,5.668402137,1.782928039,2
15657,81719,1.493167877,7.793331146,99,0.090825688,65.81818182,0.085127076,73,0.71240106,0.57668359,0.874984938,0.87747533,0.081054382,8.648386336,2.298300014,0
89716,246294,8.555984497,23.48842621,248,0.227522936,71.92741935,0.130587104,91,0.193796943,0.332411928,0.958248172,2.08748176,0.033067259,15.59077022,3.980292512,0
105654,326140,10.07595062,31.10313416,343,0.314678899,72.19533528,0.181568749,92,0.425503467,0.256843589,0.770862717,1.428158625,0.020129889,1.984983181,0.560848583,0
12335,30681,1.176357269,2.92596817,110,0.100917431,70.75454545,0.093522299,124,0.668202295,0.903077367,0.608899656,1.016589422,0.097735283,3.715049797,1.153486266,0
91805,165794,8.755207062,15.81134796,581,0.533027523,72.74354561,0.147045448,328,0.040081894,2.524232332,0.48067304,3.440707473,0.059014841,7.196914193,2.431356417,2
173828,179212,16.57752991,17.09098816,1826,1.675229358,53.44961665,0.092551669,359,0.023070127,4.526394925,0.438319456,3.922520504,0.114088074,11.59092941,4.02884942,2
178857,175579,17.05713272,16.74451828,1898,1.741284404,53.37934668,0.107474769,348,0.022557643,5.094609872,0.460966837,3.9558997,0.270251444,13.80814181,4.725480946,2
47214,130888,4.502677917,12.48245239,333,0.305504587,52.15015015,0.108549739,299,0.045892073,2.810106896,0.329818011,3.356758942,0.210121016,5.575984072,2.098137473,2
95275,178982,9.08613205,17.06905365,573,0.525688073,70.95811518,0.144172947,329,0.038526005,2.589340643,0.422614256,3.431150992,0.158954022,6.379844567,2.24248785,2
70931,151921,6.764507294,14.48831558,290,0.266055046,66.42413793,0.169660245,258,0.052029645,2.09170601,0.438808242,3.225362546,0.191096614,5.362806104,1.863680588,2
149539,343345,14.26115036,32.74393082,694,0.636697248,75.97550432,0.148225555,94,0.296845493,0.318977259,0.794265951,1.809564753,0.045830322,2.781704904,0.778390914,0
30644,175968,2.922439575,16.78161621,111,0.101834862,71.89189189,0.131825377,47,0.28225936,0.268433215,0.981290788,1.559990232,0.045822608,28.40855703,7.174117124,0
53416,167498,5.094146729,15.97385406,132,0.121100917,65.75,0.12673838,260,0.049775388,1.64248726,0.647940706,3.255118982,0.127973798,7.688253207,2.332060156,1
20277,79159,1.933765411,7.549190521,171,0.156880734,57.52631579,0.067976562,286,0.108805548,1.338727542,0.568284408,2.697880812,0.178395648,4.86316141,1.550928231,2
69132,212670,6.592941284,20.28179169,393,0.360550459,80.97964377,0.095617029,264,0.058994928,1.755061674,0.595598897,3.160961195,0.25121408,6.924681907,2.168252794,2
24589,38636,2.344989777,3.684616089,256,0.234862385,54.8671875,0.14237239,92,0.706350417,1.193840483,0.644676085,0.975199457,0.136532671,5.525869749,1.682031969,2
12111,28637,1.154994965,2.73103714,87,0.079816514,82.22988506,0.066328707,72,0.723743817,0.222612252,0.868394905,0.855980461,0.03391656,3.160409356,0.845057549,0
25513,91452,2.433109283,8.721542358,186,0.170642202,82.83870968,0.082592036,200,0.294062163,0.780879844,0.768793159,1.9810148,0.145592371,5.973927986,1.688962243,0
75824,153614,7.231140137,14.64977264,202,0.185321101,75.45049505,0.090327758,243,0.486998012,1.143753635,0.893241194,1.432131242,0.16823675,20.28302912,5.36016999,0
46990,114640,4.481315613,10.93292236,98,0.089908257,68.2755102,0.135046969,186,0.540248156,0.648636447,0.906303931,1.29924515,0.118733342,13.19689263,3.462924049,0
32628,114039,3.11164856,10.87560654,209,0.191743119,65.54545455,0.109005937,301,0.275065133,2.793342732,0.390447988,2.073164418,0.291246297,6.37187088,2.293678775,2
18977,44499,1.80978775,4.243755341,177,0.162385321,75.88135593,0.07172561,283,0.63823282,1.027024287,0.665622528,1.115262427,0.216470004,5.11587673,1.536475827,0
81879,127230,7.808589935,12.13359833,627,0.575229358,79.67304625,0.121791784,390,0.311862474,2.74161744,0.530408376,2.051903495,0.151138735,8.934965614,2.916625781,2
24987,101060,2.382946014,9.637832642,268,0.24587156,58.12313433,0.076678087,257,0.246314163,2.413127066,0.427686683,2.102526898,0.248695237,6.019760072,2.108970377,2
116257,204520,11.0871315,19.50454712,794,0.728440367,73.08438287,0.122389345,369,0.140337757,4.145614938,0.43220349,2.497218107,0.260219281,10.45685195,3.650318828,2
16845,67825,1.606464386,6.468296051,83,0.076146789,69.24096386,0.102172815,283,0.421825557,1.516679037,0.370029442,1.62833472,0.355753811,3.298398538,1.204714789,2
69645,125609,6.641864777,11.97900772,373,0.342201835,72.98927614,0.180613181,286,0.316946724,2.301140885,0.5531263,2.011385752,0.14894407,7.997699313,2.574194496,2
16426,87640,1.566505432,8.358001709,151,0.13853211,58.24503311,0.07679683,244,0.270614874,1.79549863,0.458873552,2.068697715,0.146731785,4.840642902,1.657176473,2
16901,53539,1.611804962,5.105876923,118,0.108256881,76.5,0.080575199,263,0.46095085,1.015520744,0.643786504,1.533546365,0.104225868,4.686230945,1.425381101,2
60513,159418,5.770969391,15.20328522,444,0.40733945,54.48423423,0.10675542,253,0.038019874,2.903941066,0.412592546,3.493738809,0.094657166,6.983360124,2.473258241,2
55512,120611,5.294036865,11.5023613,279,0.255963303,65.92114695,0.146266494,357,0.066416074,2.496148269,0.403636029,3.135536446,0.112108255,5.875074171,2.094479262,2
49480,162305,4.718780518,15.47861099,311,0.285321101,57.85530547,0.09540414,272,0.047614428,2.230544312,0.464105627,3.318280044,0.121768162,6.094021802,2.080324926,2
55137,179431,5.258274078,17.11187363,329,0.301834862,57.14285714,0.111580216,269,0.047508603,2.163599565,0.481999753,3.314052417,0.077816052,6.190046959,2.087765206,2
35375,97055,3.373622894,9.255886078,181,0.166055046,66.33149171,0.128021905,354,0.093897885,1.855809256,0.334165281,2.774162389,0.128486336,3.718570599,1.394384804,2
28105,74893,2.680301666,7.142353058,149,0.136697248,65.59060403,0.116321676,333,0.177759067,1.628814428,0.395503352,2.43979927,0.118680223,3.760178855,1.346454793,2
85456,126194,8.149719238,12.03479767,627,0.575229358,84.18660287,0.108921028,412,0.045506865,2.741757086,0.468243941,3.384292368,0.25704999,7.570324131,2.578969767,2
75276,143237,7.178878784,13.66014481,440,0.403669725,83.52272727,0.127249289,339,0.047826259,2.405987925,0.424512776,3.34471961,0.106703352,5.95557871,2.090434192,2
58430,87638,5.572319031,8.357810974,117,0.10733945,69.35042735,0.102704307,293,0.106233997,1.51965081,0.615989697,2.765465392,0.138942935,6.394872633,1.974582142,2
183080,180979,17.45986938,17.25950241,2009,1.843119266,51.68541563,0.11059369,333,0.021966145,5.384502594,0.414671066,3.974200361,0.20839784,13.01368573,4.598760471,2
74122,279826,7.068824768,26.68628693,213,0.195412844,73.11267606,0.13408326,126,0.120646973,0.465310511,0.941125023,2.592543801,0.106028886,15.34120508,3.947227872,2
90112,165183,8.59375,15.75307846,589,0.540366972,70.60101868,0.138099374,354,0.042543828,2.341238293,0.475296044,3.371756536,0.072499261,6.58277823,2.231463765,2
84268,140540,8.036422729,13.40293884,636,0.583486239,72.61320755,0.121448404,305,0.049186682,2.736887664,0.514415982,3.388671342,0.213104808,8.535668818,2.819915298,2
49827,127817,4.751873016,12.18957901,232,0.212844037,68.01724138,0.145531001,313,0.054769983,2.606771471,0.311933544,3.194067901,0.130006519,4.970316976,1.894447476,2
26470,63047,2.524375916,6.012630463,149,0.136697248,62.67114094,0.12053369,82,0.617470715,1.199662555,0.721265611,1.228328343,0.275471492,7.40825217,2.15063488,2
38561,156622,3.677463531,14.93663788,214,0.196330275,80.75233645,0.095545608,249,0.076569949,1.363969913,0.743597674,3.016674806,0.120987195,9.275323172,2.659919254,2
